2025-03-20 21:09:53.660 | INFO    | motorph.util.DebugLogger.configureLogger | Logging system initialized. Log file: logs\motorph_payroll_20250320.log
2025-03-20 21:09:53.666 | INFO    | motorph.util.DebugLogger.log | Checking for employee file at: C:\Users\ferna\IdeaProjects\MotorphPayrollSystem\resources\MotorPH Employee Data - Employee Details.csv
2025-03-20 21:09:53.670 | INFO    | motorph.util.DebugLogger.log | File exists: true
2025-03-20 21:09:53.671 | INFO    | motorph.util.DebugLogger.log | Checking for attendance file at: C:\Users\ferna\IdeaProjects\MotorphPayrollSystem\resources\MotorPH Employee Data - Attendance Record.csv
2025-03-20 21:09:53.671 | INFO    | motorph.util.DebugLogger.log | File exists: true
2025-03-20 21:10:03.966 | INFO    | motorph.util.DebugLogger.log | Initializing employee data reader...
2025-03-20 21:10:03.979 | INFO    | motorph.util.DebugLogger.log | Loading employee data from: resources/MotorPH Employee Data - Employee Details.csv
2025-03-20 21:10:03.979 | INFO    | motorph.util.DebugLogger.log | File opened successfully. Reading data...
2025-03-20 21:10:03.980 | INFO    | motorph.util.DebugLogger.log | Header row: Employee #,Last Name,First Name,Birthday,Address,Phone Number,SSS #,Philhealth #,TIN #,Pag-ibig #,Status,Position,Immediate Supervisor,Basic Salary,Rice Subsidy,Phone Allowance,Clothing Allowance,Gross Semi-monthly Rate,Hourly Rate
2025-03-20 21:10:03.982 | INFO    | motorph.util.DebugLogger.log | Line 2: Parsed 19 fields
2025-03-20 21:10:03.986 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10001, Name: Manuel III Garcia
2025-03-20 21:10:03.987 | INFO    | motorph.util.DebugLogger.log | Line 3: Parsed 19 fields
2025-03-20 21:10:03.987 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10002, Name: Antonio Lim
2025-03-20 21:10:03.987 | INFO    | motorph.util.DebugLogger.log | Line 4: Parsed 19 fields
2025-03-20 21:10:03.987 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10003, Name: Bianca Sofia Aquino
2025-03-20 21:10:03.988 | INFO    | motorph.util.DebugLogger.log | Line 5: Parsed 19 fields
2025-03-20 21:10:03.988 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10004, Name: Isabella Reyes
2025-03-20 21:10:03.988 | INFO    | motorph.util.DebugLogger.log | Line 6: Parsed 19 fields
2025-03-20 21:10:03.988 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10005, Name: Eduard Hernandez
2025-03-20 21:10:03.988 | INFO    | motorph.util.DebugLogger.log | Line 7: Parsed 19 fields
2025-03-20 21:10:03.989 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10006, Name: Andrea Mae Villanueva
2025-03-20 21:10:03.989 | INFO    | motorph.util.DebugLogger.log | Line 8: Parsed 19 fields
2025-03-20 21:10:03.989 | INFO    | motorph.util.DebugLogger.log | Created employee with ID: 10007, Name: Brad San Jose
